full_text,emotion
@eezzllee Iya bonusan abang Ipar gw juga kepotong nyampe 5jt an kak sejak taun lalu. Baru 1 orang tuh belom 1 company dgn posisi/ nominal yg sama. Kebayang gak duit segitu gedenya dialokasiin ke mana atas nama pajak . Terus tadi ada yg komen gw katanya buat tukin PNS? ada gila gilanya,sadness
Awal tahun: katanya usulan kenaikan Tukin kita sudah sampai ke meja menteri keuangan. Akhir tahun: https://t.co/YNRKZ6MXk4,joy
@PNS_Ababil Katanya tax rate rendah kok tukin naik,sadness
bukan orang pajak dan tukin gw jauh dr tukin pajak tp gw capek bgt orang2 pada ngeributin tukinnya pajak. padahal jelas tukin pajak kalah dari yg katanya KL penugasan khusus yaudah atuh pajak diubah jadi KL Khusus aja kan tugasnya emang khusus tu,sadness
@alchudriysaid @Umbirobot @yourfavsboy @Jateng_Twit terus juga coba deh bandingin tu jam kerja kemenkeu sm KL lain (bahkan yg tukinnya lebih tinggi dr kemenkeu). Dikira kemenkeu dapet tukin yang katanya tinggi sampai digoreng terus tu gaada konsekuensinya apa,neutral
@alchudriysaid @Umbirobot @yourfavsboy @Jateng_Twit mau penugasan atau gak kan konteks nya KL mereka semua adalah tukin-tukin sultan yang lebih sultan dr yg katanya kemensultan cuma gak digoreng aja karena udh stereotip aja kl kemensultan ya kemenkeu btw maksud gw Kemen BUMN bro kan konteksnya lg ngomongin KL,fear
@Jateng_Twit Itu Tukin (Tunjangan Kinerja) nya mas bukan gaji. Jd yg diterima bulanannya lbh besar dr itu (-&gt; Gaji + Tukin).. ASN Ditjen Pajak (DJP) dikasih Gaji+Tukin dahsyat katanya biar gak pd jd nakal mas.. . Makanya jgn lupa bayar pajak lurs biar ASN Ditjen Pajak tambah sehat... . https://t.co/dvVOpH7VjA,sadness
Tuh pegawai @DitjenPajakRI ga boleh ngeluh dan ga boleh mikirin rakyat katanya. Udah kerja aja gausah pake hati. Bahagia gak bahagia penting tukin jalan terus. Disuruh jd robot.,joy
@perupadata Padahal katanya Kementerian yang tukin nya terbesar itu Kemenkeu tapi anggaran nya gak masuk 5 besar.. terus itu anggaran TNI &amp; Polri larinya kemana coba? ,trust
@ilalangkali @tukin_dosenASN @Kemdiktisaintek Katanya pilih salah satu,anger
@PNS_Garis_Lucu Tukin katanya ga masuk tgl hiji estimasi telat 10 harii. karena aplikasi sultan pembaruan mulu (ini instansi gw yg skill issue atau sultan yg ribet?!!) ,fear
@thecalcioboyz @zanatul_91 Lah sama aja. P3k ada gaji tukin. Trs katanya akan dapat jaminan pensiun. Trs bisa jadi PNS. Bedanya apa?? Ya itu cara masuknya pake KKN aja bedanya.,trust
@barengwarga ya mereka ngga setuju karena sebenernya gaji mereka juga ngga yang memfasilitasi mereke untuk hidup mewah ditambah tukinnya tukin tahun 2015 katanya ngga tahu deh maksudnya apa,joy
Kementerian yg menurut gw sgt eksklusif. Merasa di atas kementrian yg lain. Pakai baju yang sama sbg simbol kebersamaan. Tukin dinaikkan hanya utk mereka agar bisa lbh melayani rakyat katanya. Tp mereka buat keputusan tanpa bertanya. Rakyat cuma dibuat menganga. Peras terus.,joy
@_haye_ Pajak untuk kesejahteraan rakyat katanya Tapi pimpinannya banyakin pejabat Kementerian Gaji+Tukin Menteri itu lebih tinggi 10 x lipat dari gaji+Tukin PNS (Non Kemenkeu karena PNS 3a yg gajinya gede cuma Kemenkeu),joy
@husnimubarak_id @PNS_Ababil @pejabrut @ASN_TELADAN Hmm..boro boro ..malah gajinya dipotong untuk tabungan perumahan(TAPERA) katanya..tapi gak bisa digunakan tuh..gak tau kapan bisa diambil,neutral
@direktoridosen @BKNgoid @kempanrb @KemenkeuRI Sabar min. Ikut sosialisasi aturan baru dulu besok yg katanya dosen dapat tukin.. haha,fear
@tukin_dosenASN @niftendo1 @goodchodz @Kemdikbud_RI Di kampus mimin sudah ada sepil2 dari pimpinan kah? Kalau di kampus temenku katanya sudah ada sepil2 dari pimpinannya pasca diundang meeting di jkt bahwa akan cair beneran januari nanti.,neutral
@ SRI MULYANI yang katanya mau naikin tukin biar ga KORUPSI,neutral
Dosen ASN katanya mau dapat tukin per 1 Jan 2025. Alhamdulillah. Tp kasihan rekan2 di PTS negara perlu ikut mikir krn kebijakan mrk jg yg bikin byk PTS megap2.,sadness
@denismalhotra Buat naikin tukin pegawainya yg katanya masih kurang dan 2 minggu sudah habis,neutral
@wndprj @nabiylarisfa Krn profesi ini jujur saja ada duality bahkan dosen Kemendikbud yg menuntut tukin di cengin sama dosen lain yg katanya ga ikhlas lah cari diluar lah dsb . Beda ama pegawai sultan kl masalah kesejahteraan pada satu suara.,anger
Pantesan aja emak gue ngamuk2 kemarin gue daftar di pt yang ada di sukabumi katanya ngapain gaji umr sukabumi mending daftar cpns wkwkwk iyeee sih dpt tukin tp au dah,joy
@worksfess asn jkt kalau udah sama tukin bisa 2 digit katanya,neutral
@dondroid7 @suciliaky @ardisatriawan Dosen kan? Yg gaji pokoknya ga sampe 3jt itu? Temen saya udah mo resign jg nih soalnya ga kuat katanya jd dosen di bawah kemendikbud yg ga ada tukin,trust
@PNS_Garis_Lucu Loh ikhlas beramal tu selain sertifikasi juga dapat tukin . Tapi sisanya doang. Soalnya harus pilih salah satu . Ga boleh kemaruk katanya ,anger
@healingmean Katanya iya kak aku sempat baca di grup telegram dosen CPNS klau dosen kemenag itu ada tukin tapi balik lagi tergantung kesanggupan finansial kampus berapa.. jadi gak bisa dipatok dan disamaratakan besaran nominal nya,neutral
Instansi yang katanya mau naik tukin jafi 100 persen tapi ntah kapan ,neutral
@direktoridosen tapi pak katanya tukin nanti cuma buat kampus Satker. kampus BLU dan PTNBH ga dapet tukin karena sudah dapet remunerasi. Harusnya tukin dan remun ya 2 hal yang berbeda.,surprise
@disisdawn @talesofcherry kalo akun geboy tukin di rapel bulan depan katanya,trust
@iniifafa @worksfess 3-4 bulan pertama cpns dia ga nerima gaji apa2 jdi ya itu siapin modal buat hidup waktu blm nerima gaji. Apalagi kaya dia yg dari luar trus ngekos di jkt lumayan berat katanya skrg udh dpt tp cm 80%. Sekalinya cair gaji/tukin rapelan lgsg habis buat bayar utang kemarin2 wkwk,joy
@PNS_Garis_Lucu mana aja nih selain FDA dan rumahnya JF prakom yg katanya naik tukin?,neutral
Post-an bolak balik lewat di tl pada shock liat gaji cipienes yg katanya kecil. Kalo gaji pokok emg kecil dibandingin gaji di swasta setauku. Tp tunjangannya ok bgt. As a contract aja sering bgt dpt insentif kalo gabungin gaji bulanan its almost 2 digits. Gimana mrk yg ada tukin,joy
@dirtyasfucks Sama kan sempet lewat ya katanya selain cek tukin cek tes di SKDnya juga apa aja itu ceknya gimana anzrot,neutral
@worksfess Yes. Katanya itu baru gaji pokok sih blm tukin atau tpp. Eh btw izin nanya jg dong... Kan ga semua pemda nih ada Tpp nya itu kita tau darimana ya kalau pemda ini ada atau ga ada tppnya? https://t.co/fVIMUta7Xq,fear
@Meumbi_ritel @PNS_Ababil jadi yg katanya tukin 100% itu DJP aja kalau selain DJP apa? hihi,neutral
@dianyusnita23 @PNS_Garis_Lucu Apa masih ada insentif dipajak daerah kk??? Katanya sejak ada UU Hub. Keuangan Pusat dan Daerah thn 2024 bbrapa daerah gk mencairkan insentif lg. Hnya tukin aja yg di bapenda,neutral
@kokonutklab @worksfess Ohhhh paham kak nanya lagi ya terus kalau tukin berarti ikut pusat ya? Katanya kan besaran tunjangan itu tergantung daerah masing²,neutral
@pandastarks kalo tukin itu liat dmn ya kak? dan tukin kan katanya beda2 juga,neutral
@_chich23 @worksfess S-1 itu di gaji pokok gol 3.a. Gaji pokok CPNS itu 80%. Kalau tukin di yg peringkatnya ada 17 katanya sih di 7 atau 8.,joy
@ianperbowo @lutfithe13th @dokterparu Relate kalau jam kerja kelebihan katanya dimasukkan ke tambahan kinerja tapi disini nakes ga dapat tukin . Sama aja pembohongan,neutral
@Kemenag_RI Sampai saat ini guru ASN @Kemenag_RI TOTAL BERAPA RATUS RIBU YANG BELUM TERSERTIFIKASI ? Katanya guru sebagai ujung tombak kok membiarkan mereka hanya menikmati tukin 50% karena blm PPG. pie ?,anger
@PendisKemenag PPG nya hei PPG guru PNS MTs Negeri banyak yg blm serdik. Tukin jadi hanya 50%. Humas e tolong sampaikan. Pie to katanya guru itu ujung tombak.,anger
@PNS_Garis_Lucu Kan jadi keinget tukin gue yg belom dibayar 1 2 jt terus katanya dibayarnya ntar pas pensiun ,neutral
@PNS_Garis_Lucu Gw lihat instansi sih nyari yang katanya tukin gede,neutral
@Noprendiwira Minta tukin setara disalty in katanya ga pantes cuma kontrak giliran mau tes biar dpt yg lebih baik disalty in juga. ,trust
Katanya kalau susenas seruti gak jadi dilaksanain tukin insyaAllah bakalan naik boleh kah begitu saja yaAllah ,neutral
@julsykhap @convomf Teman ku ada yg gini lama2 setahun sekali sampai klo haid potong tumpeng Akhirnya priksa ke dokter katanya ada pengecilan rahim Udah minum berbagai obat dr generik sampai alternatif gg berubah Pas nikah 2 tahun blum dikasi anak Cerai Nikah lagi udah 3 tahun ini masih blum diksh,trust
2 mingguan lalu dah keknya gua nonton lin hunter x hunter yg lawan laba2. Terus barusan oi ngasih case katanya kasian tukin gua kecil sampe case aja gk kebeli wkwk baper dehhh https://t.co/YeyFGtsCsN,anger
Rochim juga menyinggung hasil Rapat Kerja Dukungan Manajemen di mana capaian indeks reformasi birokrasi mencapai 83 5 meskipun target kementerian adalah 85. Dengan harapan kita bisa meraih tukin 100% banyak hal yang perlu kita lakukan untuk meraih hal tersebut katanya. https://t.co/GDBNCGiOgS,trust
Tukin masih lama katanya aplikasi baru. Mbuh ngapain gonta ganti,neutral
@OmInur @PNS_Ababil @pejabrut tukin ku uda tapi uang makan masih nyangkut katanya,neutral
@aurumtweet @pejabrut Yg tukin paling tinggi katanya,neutral
@madHink Nah jd mikir. Yg non kemenkeu gausah kerja abis²an aja x ya? Jam 12an udh boleh pulang gt. Kan katanya kualifikasi beda tukin beda nilai korupsi esmelonny jg beda.. opinyanya kyk kemenkeu emg layak digaji segitu jd non kemenkeu jg layak kerja seadanya.,trust
Klo ada masalah katanya : Tanggung jawab bersama ko waktu terima gaji n tukin dinikmatin sendiri,joy
@ezash @hrdbacot gw ex asn dengan tukin yg katanya tertinggi ya emg kalau di lingkup kerja kita ga boleh inisiatif kalau mau nyaman. soalnya kalau keliatan pinter dikit y bisa kelempar entah promosi daerh terpencil rewardnya. ibarat promosi gaji lu naik 2juta tapi harus pindh ke pedalaman,trust
@tanyakanrl Beberapa oknum tukang pijit memang punya lambe lamis Aku pernah juga di julidin Dibodyshammingin Katanya harus pinter jaga badan kayak saya ini punya anak 5 tp tetap bagus bodynya Padahal bodynya klo dilihat masuk gol. kurus. Kapok lah pijit sama org random,joy
@iban_ninung @pnsdaerahjelata WTP masuk ke SPIPT masuk ke Indeks RB. SPIPT masuk Indeks RB juga. Indeks RB katanya buat tukin padahal di 3 besar aja masih ada K/L jelata ,neutral
@geloraco Uang sertifikasi aja telat Mulu THR Tukin sertifikasi tahun lalu aja yg dijanjikan 50% aja gak dibayar. Tahu deh yang tahun ini yang katanya 100% belum dibayar2 juga,neutral
@kring_pajak kalo pns gaji bruto termasuk tukin ga? Saya lihat cuma gapok+tunjangan.. tukin ga masuk.. bruto kecil pajaknya kecil.. katanya bruto semia gaji.. kok negara ga kasih teladan.. pajak pns dibayari negara tapi kalo tukin ga masuk hitungan kan curang dg aturan sendiri..,trust
@kumparan Dikasi tukin besar biar ga korupsi katanya,neutral
@pnsdaerahjelata Saweran tukin katanya.,neutral
@prastow Idih... lgsg ajalah live di youtube. Katanya kemenkeu mendengar. Cakupan masyarakat lbh luas tanpa harus jauh2 datang ke lokasi anda. Emg anda kira masyarakat itu cmn di jakarta aja? Please lah tukin gede itu disesuaikan dgn ide yg jauh lbh cemerlang!!,joy
@Widino Masuk kedinasannya yang katanya prestisius dan susah mantu idaman dibayar pake pajak rakyat tukin gede dripd instansi lain mikir solusinya ga bisa dilempar ke rakyat udh suruh bayar pajak suruh mikir sebenernya yg di bisa pejabat negeri wakanda ini apa,sadness
udah bayar pajak masih disuru mikir solusi juga situ kan pegawainya banyak lulusan top katanya tukin paling tinggi insentif paling banyak. apa gak bisa bikin kebijakan yg win win solution. slogan di twitter instansinya better dihapus aja. berasa 1 hari 1 kasus viral ckck,sadness
@prastow @meleysclaw Kenapa pulak harus netijen yg mikirin solusi pak? Bu Menteri kita pinter. Orang² @beacukaiRI juga katanya pinter² lulusan STAN. Tukin klean juga besar. Gimana sih ini? Intinya buat peraturan yg memudahkan nggak tricky dan tidak memberi celah bagi petugas buat cari² kesalahan,fear
@Aryprasetyo85 @jokowi Tukin Kemenkeu katanya paling besar tapi kenyataannya kompetensi bea cukai hanya seperti ini? Berturut2 selalu berita tidak mengenakkan seperti ini. Tidak ada peduli sama logika tugas tapi asal pungut. NGERI. Pajak sama juga. Pak Jokowi tolong betulkan bea cukai &amp; pajak.,sadness
@PNS_Ababil Ingat ekonomi Indo lagi seret kena pemilu anggaran 71 T ambyar belum kena IKN dll rasio utang emang masih aman katanya tp gagal paham cek ketegangan beban anggaran larinya tahan THR tahan tukin 100%,trust
@urfuckinleo jiakh tukin aja ga turun2 katanya,neutral
@urbby__ @tenda4kap @bluebinzeu @str4wbri1 @mazzini_gsp Katanya pas 2019 undang undang tukin seumur hidup atau sampe mati tu bang baru disahkan Itulah org ngebet jd anggota DPR Cmiww,anger
@joodieth udh 2 bln lbh g ngerasain pundi2 tukin:( astrid nanya kak sau sebelum pemilu katanya disuruh fokus pemilu dulu wkwkk,neutral
@smthingflowss @prajuritRindu @collegemenfess ngikutin wilayah dr mana sih? gaji pns seluruh indonesia sama. kalo maksud mu tukin/tpp instansi banyak yg ga layak. Bahkan Kenaikan tukin/tpp tuh ga terjadi berbelas-belas tahun. Jd naik disini apa maksudnya? Sekelas joki tugas yg katanya trusted gabisa nyari tau. tai.,joy
Kenaikan tukin juga mundur katanya .... uhuy,joy
@bawaslu_RI Ada pemberitaan katanya Bawaslu dapat tambahan tukin sampe 29 juta dari presiden. Benarkah berita itu min?,neutral
@nabiylarisfa Gw pndukung pa PS tp untuk pilpres ini milih k 01 trs Dr awal gw udh yakin yg kliatan bkl menangnya no 2 krena mungkin dr deretan pristiwa MK-bansos-tukin naik.. dan istri gw yg dukung 02 cm blg mana katanya ada kecurangan ,neutral
.bonus tukin h-2 .lapor sana sini .udh banyak broadcast an WA soal selebrasi .banyak di LN yg gabisa milih .website rekapitulasi resmi ga transparan .tiba2 NIK udh milih padahal orangnya lg dimane gtw .h-1 masih masa tenang tbtb nongol di channel podcast yg katanya panutan,joy
Ptn! Gaji bersih ayah sender rangenya sekitar 4-5 jt tapi ternyata ada tunjangan kinerja yang kalau ditotal sekitar 6-7 jt dan sender keburu permanen. Ini gapapa kah? Sender takut dari awal gak tau kalau ada tukin dan katanya harus ditotal sama tukin https://t.co/dAK6Cb5aNh,trust
Konteksnya tukin buat THR yaaa. Sampai 2023 pun yang katanya udah recover masih aja 50%,neutral
@brin_watch begitu sulitnya menjadi Peneliti di BRIN tapi dituntut publikasi international. walapun katanya paper bukan segalanya tapi diakhir tahun tetap ditagih paper kalau tidak tukin di potong. https://t.co/PR5xLREY3i,neutral
@Popipu162022 Apalagi di kementerian yg katanya ada Hak Asasi Manusianya itu. Tukin desember dipotong 1juta Januari gak dapet tukin baru dapet Feb itupun potongannya gak mesti dikasih padahal katanya menjunjung HAM ,joy
@SangGuru2471 Katanya karena persatuan Tukin yg mempersatukan akakakkaka,trust
@undipmenfess Lah ada kementerian yang naikin tukin dll juga biar gak korup kok katanya.,joy
Pi en ais beringin abu2 cuma bisa ngarep doang sisa tukin kmrn aja pas pensiun katanya baru cair ,neutral
Beberapa kali lewat di TL gaji PNS banyak yg belum turun kakak pun tukinnya juga belum turun dan pun kalaupun turun bakal dipotong katanya. Padahal hidup pns ya dari tukin wkwkwk Dari beberapa tahun terakhir thr juga dipotong Mau Husnudzon tapi kok sulit Mungkin lg berhemat,anger
@sipalakotak Katanya buat naik tukin tapi kok gaada perpres nya keburu ganti presiden,neutral
@BKNgoid min ini ngisi e. SKP bagaimana? Saya tidak bisa login Di dikbudhr data saya tidak ada sehingga saya terkendala untuk mengisi e. SKP. Saya sudah bertanya ke bagian kepegawaian masa katanya no comment ,trust
Cuma Omdo. Benarkah Kabupaten Pandeglang Provinsi Banten daerah termiskin di Banten?. PAD nya katanya paling rendah sehingga ASN nya pun hanya dibayar gaji pokoknya saja tak ada TUKIN.,joy
WEITSSSS... tukin dibahas nih... Buahayyyaaaa nehhhh,neutral
@blluesapphire @Taglief @worksfess Kak izin tanya kalau pppk pasti gak dapet tukin kak? Karena pernah bca katanya di pusat dapet tukin,neutral
@PNS_Ababil Katanya sih dirapel maret min,neutral
@diaryumbi @pnsdaerahjelata Loh katanya bps tukin 100 persen? Ditipu lagi?,anger
@PNS_Ababil Liat nih Bil. 1 Januari 2024. Ini gaji dosen PNS @Kemdikbud_RI di PTN BLU masa kerja 2 tahun sudah all in THP tidak ada tambahan apapun. Tidak ada remunerasi tdk ada Tukin. Serdos yg katanya pengganti Tukin baru 3 tahunan lagi kalau lolos seleksi. https://t.co/JsFN6Zrocv,trust
@ddeongyun Kenaikan tukin wkwk. Katanya dari beberapa tahapan ni udah di tabapan terakhir. Kemaren bgt katanya bulan desember mau dibayarkan kekurangan tukinnya tp ternyata masih hoax ,anger
@greenshortalien @PNS_Ababil Yang katanya tukin sultan aja masih ada isiannya yang korupsi *eh,fear
@ardisatriawan Nah ini masih setuju dosen kemendikbud tidak dapet tukin katanya karena ada Remun dan Serdos padahal Remun dan Serdos dapatnya harus berjuang dulu ga kaya Tukin yg otomatia dapet gak pake syarat ini itu. Harusnya dosen ya dapet tukin remun dan serdos karena semuanya beda.,anger
Menyesal gak ikut PO LB ver 3. Ternyata ada PC nya mana katanya udah pada sold. Kelamaan nunggu tukin cair jadinya gini semoga masih ada seller yg open dan restock,sadness
apa itu tukin? desember dah melarat palagi januari-februari yok bisa yok tiap bulan hampir sama kok alias syukuri masih bisa hidup (katanya),neutral
@jek___ @elonmusk mana katanya yg cape ngabisin duit yg ga abis abis tuh kok masih nanya tukin?,neutral
@pnsdaerahjelata Katanya pas covid tukin turun satu kelas jabatan tp sampe covid dan jadi endemi gak naik naik kelas tu,neutral
@syndassko @pnsdaerahjelata Tukin bisa naik (katanya),neutral
@lockonaxia Temen saya bang wkwkwk katanya ini waktu bahas single salary dan tukin,anger
@dutaumbi @siap__pack kementrian mulu yg naik. memangny harus naik tukin dg reformasi birokrasi?naik tukin jalur kekeluargaan g bs apa?? kn katanya ada tu pemda yg jd anak emas? asn nya apa kabar sih? klo yg jd ank emas aja syuusah aplg yg gak...,fear
@blackfoot097 @ASN_TELADAN @PNS_Ababil Iya mana tukin mereka katanya cair 2x dalam sebulan. Padahl tukinnya dah sultan,fear
@nittnfh @reddveelvet @worksfess Ada yg dapet ada yg engga kayaknya tergantung profesi kalo aku ga dapet karna katanya dapet jasa pelayanan padahal temen satu profesi di jakarta dapet dua dua nya tukin sama jasa pelayanan ,joy
